Pays,Serie,Valeurs 2017
Guyane,"Coût des procédures d’exportation, formalités douanières (USD)",377.7778
Guyane,Exportations de biens et de services ($ US courants),
Guyane,Exportations de marchandises ($ US courants),1437000000
Guyane,Exportations de nourriture (% des marchandises exportées),33.36754276
Guyane,Indice de la valeur des exportations (2000=100),286.5414062
Guyane,Indice du volume des exportations (2000=100),128.6009577
Haïti,"Coût des procédures d’importation, formalités documentaires (USD)",150
Haïti,"Coût des procédures d’importation, formalités douanières (USD)",562.5
Haïti,Importations de biens et de services ($ US courants),5215383364
Haïti,Importations de marchandises ($ US courants),3890000000
Haïti,Importations de nourriture (% des marchandises importées),
Haïti,Indice de la valeur des importations (2000=100),375.4227146
Haïti,Indice du volume des importations (2000=100),735.7027956
Haïti,"Coût des procédures d’exportation, formalités documentaires (USD)",47.5
Haïti,"Coût des procédures d’exportation, formalités douanières (USD)",367.5
Haïti,Exportations de biens et de services ($ US courants),1664384136
Haïti,Exportations de marchandises ($ US courants),980000000
Haïti,Exportations de nourriture (% des marchandises exportées),
Haïti,Indice de la valeur des exportations (2000=100),308.3734693
Haïti,Indice du volume des exportations (2000=100),227.7045468
Honduras,"Coût des procédures d’importation, formalités documentaires (USD)",70
Honduras,"Coût des procédures d’importation, formalités douanières (USD)",482.76
Honduras,Importations de biens et de services ($ US courants),13490993301
Honduras,Importations de marchandises ($ US courants),11409000000
Honduras,Importations de nourriture (% des marchandises importées),18.04074082
Honduras,Indice de la valeur des importations (2000=100),286.0922954
Honduras,Indice du volume des importations (2000=100),385.4423165
Honduras,"Coût des procédures d’exportation, formalités documentaires (USD)",80
Honduras,"Coût des procédures d’exportation, formalités douanières (USD)",601.26
Honduras,Exportations de biens et de services ($ US courants),9900992351
Honduras,Exportations de marchandises ($ US courants),8656000000
Honduras,Exportations de nourriture (% des marchandises exportées),62.80261597
Honduras,Indice de la valeur des exportations (2000=100),258.8925329
Honduras,Indice du volume des exportations (2000=100),261.2717274
Hongrie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Hongrie,"Coût des procédures d’importation, formalités douanières (USD)",0
Hongrie,Importations de biens et de services ($ US courants),1.14E+11
Hongrie,Importations de marchandises ($ US courants),1.08E+11
Hongrie,Importations de nourriture (% des marchandises importées),5.889132557
Hongrie,Indice de la valeur des importations (2000=100),334.2044088
Hongrie,Indice du volume des importations (2000=100),239.363452
Hongrie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Hongrie,"Coût des procédures d’exportation, formalités douanières (USD)",0
Hongrie,Exportations de biens et de services ($ US courants),1.23E+11
Hongrie,Exportations de marchandises ($ US courants),1.14E+11
Hongrie,Exportations de nourriture (% des marchandises exportées),8.361263847
Hongrie,Indice de la valeur des exportations (2000=100),403.6751093
Hongrie,Indice du volume des exportations (2000=100),281.4897281
Île de Man,"Coût des procédures d’importation, formalités documentaires (USD)",
Île de Man,"Coût des procédures d’importation, formalités douanières (USD)",
Île de Man,Importations de biens et de services ($ US courants),
Île de Man,Importations de marchandises ($ US courants),
Île de Man,Importations de nourriture (% des marchandises importées),
Île de Man,Indice de la valeur des importations (2000=100),
Île de Man,Indice du volume des importations (2000=100),
Île de Man,"Coût des procédures d’exportation, formalités documentaires (USD)",
Île de Man,"Coût des procédures d’exportation, formalités douanières (USD)",
Île de Man,Exportations de biens et de services ($ US courants),
Île de Man,Exportations de marchandises ($ US courants),
Île de Man,Exportations de nourriture (% des marchandises exportées),
Île de Man,Indice de la valeur des exportations (2000=100),
Île de Man,Indice du volume des exportations (2000=100),
Îles Anglo-Normandes,"Coût des procédures d’importation, formalités documentaires (USD)",
Îles Anglo-Normandes,"Coût des procédures d’importation, formalités douanières (USD)",
Îles Anglo-Normandes,Importations de biens et de services ($ US courants),
Îles Anglo-Normandes,Importations de marchandises ($ US courants),
Îles Anglo-Normandes,Importations de nourriture (% des marchandises importées),
Îles Anglo-Normandes,Indice de la valeur des importations (2000=100),
Îles Anglo-Normandes,Indice du volume des importations (2000=100),
Îles Anglo-Normandes,"Coût des procédures d’exportation, formalités documentaires (USD)",
Îles Anglo-Normandes,"Coût des procédures d’exportation, formalités douanières (USD)",
Îles Anglo-Normandes,Exportations de biens et de services ($ US courants),
Îles Anglo-Normandes,Exportations de marchandises ($ US courants),
Îles Anglo-Normandes,Exportations de nourriture (% des marchandises exportées),
Îles Anglo-Normandes,Indice de la valeur des exportations (2000=100),
Îles Anglo-Normandes,Indice du volume des exportations (2000=100),
Îles Caïmans,"Coût des procédures d’importation, formalités documentaires (USD)",
Îles Caïmans,"Coût des procédures d’importation, formalités douanières (USD)",
Îles Caïmans,Importations de biens et de services ($ US courants),2243009720
Îles Caïmans,Importations de marchandises ($ US courants),1098000000
Îles Caïmans,Importations de nourriture (% des marchandises importées),
Îles Caïmans,Indice de la valeur des importations (2000=100),165.0697744
Îles Caïmans,Indice du volume des importations (2000=100),95.38146297
Îles Caïmans,"Coût des procédures d’exportation, formalités documentaires (USD)",
Îles Caïmans,"Coût des procédures d’exportation, formalités douanières (USD)",
Îles Caïmans,Exportations de biens et de services ($ US courants),3824312973
Îles Caïmans,Exportations de marchandises ($ US courants),39000000
Îles Caïmans,Exportations de nourriture (% des marchandises exportées),
Îles Caïmans,Indice de la valeur des exportations (2000=100),209
Îles Caïmans,Indice du volume des exportations (2000=100),196.2876775
Îles Féroé,"Coût des procédures d’importation, formalités documentaires (USD)",
Îles Féroé,"Coût des procédures d’importation, formalités douanières (USD)",
Îles Féroé,Importations de biens et de services ($ US courants),1427175938
Îles Féroé,Importations de marchandises ($ US courants),1096198681
Îles Féroé,Importations de nourriture (% des marchandises importées),
Îles Féroé,Indice de la valeur des importations (2000=100),206.3032937
Îles Féroé,Indice du volume des importations (2000=100),142.5805717
Îles Féroé,"Coût des procédures d’exportation, formalités documentaires (USD)",
Îles Féroé,"Coût des procédures d’exportation, formalités douanières (USD)",
Îles Féroé,Exportations de biens et de services ($ US courants),1645246786
Îles Féroé,Exportations de marchandises ($ US courants),1305756810
Îles Féroé,Exportations de nourriture (% des marchandises exportées),
Îles Féroé,Indice de la valeur des exportations (2000=100),280.4238396
Îles Féroé,Indice du volume des exportations (2000=100),163.7920496
Îles Marshall,"Coût des procédures d’importation, formalités documentaires (USD)",42.5
Îles Marshall,"Coût des procédures d’importation, formalités douanières (USD)",297.5
Îles Marshall,Importations de biens et de services ($ US courants),178991200
Îles Marshall,Importations de marchandises ($ US courants),90000000
Îles Marshall,Importations de nourriture (% des marchandises importées),
Îles Marshall,Indice de la valeur des importations (2000=100),164.4616622
Îles Marshall,Indice du volume des importations (2000=100),135.8925925
Îles Marshall,"Coût des procédures d’exportation, formalités documentaires (USD)",20
Îles Marshall,"Coût des procédures d’exportation, formalités douanières (USD)",297.5
Îles Marshall,Exportations de biens et de services ($ US courants),81510100
Îles Marshall,Exportations de marchandises ($ US courants),40000000
Îles Marshall,Exportations de nourriture (% des marchandises exportées),
Îles Marshall,Indice de la valeur des exportations (2000=100),438.4042087
Îles Marshall,Indice du volume des exportations (2000=100),326.1336567
Îles Salomon,"Coût des procédures d’importation, formalités documentaires (USD)",215
Îles Salomon,"Coût des procédures d’importation, formalités douanières (USD)",740
Îles Salomon,Importations de biens et de services ($ US courants),692116540.3
Îles Salomon,Importations de marchandises ($ US courants),572000000
